ID;Time [h];Load [MW]
exampleCustomerID1;1;10,02151776
exampleCustomerID1;2;10,04303551
exampleCustomerID1;3;10,06455326
exampleCustomerID1;4;10,086071
exampleCustomerID1;5;10,10758873
exampleCustomerID1;6;10,12910645
exampleCustomerID1;7;10,15062415
exampleCustomerID1;8;10,17214183
exampleCustomerID1;9;10,19365948
exampleCustomerID1;10;10,21517712
exampleCustomerID1;11;10,23669472
exampleCustomerID1;12;10,2582123
exampleCustomerID1;13;10,27972984
exampleCustomerID1;14;10,30124734
exampleCustomerID1;15;10,32276481
exampleCustomerID1;16;10,34428224
exampleCustomerID1;17;10,36579962
exampleCustomerID1;18;10,38731695
exampleCustomerID1;19;10,40883424
exampleCustomerID1;20;10,43035147
exampleCustomerID1;21;10,45186864
exampleCustomerID1;22;10,47338576
exampleCustomerID1;23;10,49490282
exampleCustomerID1;24;10,51641981
exampleCustomerID1;25;10,53793674
exampleCustomerID1;26;10,5594536
exampleCustomerID1;27;10,58097038
exampleCustomerID1;28;10,6024871
exampleCustomerID1;29;10,62400373
exampleCustomerID1;30;10,64552028
exampleCustomerID1;31;10,66703675
exampleCustomerID1;32;10,68855314
exampleCustomerID1;33;10,71006943
exampleCustomerID1;34;10,73158564
exampleCustomerID1;35;10,75310175
exampleCustomerID1;36;10,77461776
exampleCustomerID1;37;10,79613368
exampleCustomerID1;38;10,81764949
exampleCustomerID1;39;10,8391652
exampleCustomerID1;40;10,8606808
exampleCustomerID1;41;10,88219628
exampleCustomerID1;42;10,90371166
exampleCustomerID1;43;10,92522692
exampleCustomerID1;44;10,94674206
exampleCustomerID1;45;10,96825707
exampleCustomerID1;46;10,98977197
exampleCustomerID1;47;11,01128673
exampleCustomerID1;48;11,03280137
exampleCustomerID1;49;11,05431587
exampleCustomerID1;50;11,07583024
exampleCustomerID1;51;11,09734447
exampleCustomerID1;52;11,11885856
exampleCustomerID1;53;11,1403725
exampleCustomerID1;54;11,1618863
exampleCustomerID1;55;11,18339995
exampleCustomerID1;56;11,20491344
exampleCustomerID1;57;11,22642678
exampleCustomerID1;58;11,24793996
