ID;Time [h];Load [MW]
R1S0.230T4;1;5,028690343
R1S0.230T4;2;5,057380683
R1S0.230T4;3;5,086071015
R1S0.230T4;4;5,114761336
R1S0.230T4;5;5,143451642
R1S0.230T4;6;5,17214193
R1S0.230T4;7;5,200832196
R1S0.230T4;8;5,229522436
R1S0.230T4;9;5,258212646
R1S0.230T4;10;5,286902824
R1S0.230T4;11;5,315592964
R1S0.230T4;12;5,344283064
R1S0.230T4;13;5,372973119
R1S0.230T4;14;5,401663127
R1S0.230T4;15;5,430353082
R1S0.230T4;16;5,459042983
R1S0.230T4;17;5,487732824
R1S0.230T4;18;5,516422603
R1S0.230T4;19;5,545112315
R1S0.230T4;20;5,573801957
R1S0.230T4;21;5,602491526
R1S0.230T4;22;5,631181017
R1S0.230T4;23;5,659870426
R1S0.230T4;24;5,688559751
R1S0.230T4;25;5,717248987
R1S0.230T4;26;5,745938131
R1S0.230T4;27;5,774627179
R1S0.230T4;28;5,803316128
R1S0.230T4;29;5,832004973
R1S0.230T4;30;5,860693711
R1S0.230T4;31;5,889382339
R1S0.230T4;32;5,918070852
R1S0.230T4;33;5,946759247
R1S0.230T4;34;5,97544752
R1S0.230T4;35;6,004135667
R1S0.230T4;36;6,032823686
R1S0.230T4;37;6,061511572
R1S0.230T4;38;6,090199321
R1S0.230T4;39;6,11888693
R1S0.230T4;40;6,147574395
R1S0.230T4;41;6,176261713
R1S0.230T4;42;6,204948879
R1S0.230T4;43;6,23363589
R1S0.230T4;44;6,262322743
R1S0.230T4;45;6,291009433
R1S0.230T4;46;6,319695957
R1S0.230T4;47;6,348382311
R1S0.230T4;48;6,377068492
R1S0.230T4;49;6,405754496
R1S0.230T4;50;6,434440319
R1S0.230T4;51;6,463125958
R1S0.230T4;52;6,491811409
R1S0.230T4;53;6,520496667
R1S0.230T4;54;6,54918173
R1S0.230T4;55;6,577866594
R1S0.230T4;56;6,606551255
R1S0.230T4;57;6,635235709
R1S0.230T4;58;6,663919953
R1S0.230T4;59;6,692603983
R1S0.230T4;60;6,721287795
R1S0.230T4;61;6,749971386
R1S0.230T4;62;6,778654751
R1S0.230T4;63;6,807337888
R1S0.230T4;64;6,836020793
R1S0.230T4;65;6,864703461
R1S0.230T4;66;6,89338589
R1S0.230T4;67;6,922068075
R1S0.230T4;68;6,950750013
