ID;Time [h];Load [MW]
R1S0.230T3;1;10,02151776
R1S0.230T3;2;10,04303551
R1S0.230T3;3;10,06455326
R1S0.230T3;4;10,086071
R1S0.230T3;5;10,10758873
R1S0.230T3;6;10,12910645
R1S0.230T3;7;10,15062415
R1S0.230T3;8;10,17214183
R1S0.230T3;9;10,19365948
R1S0.230T3;10;10,21517712
R1S0.230T3;11;10,23669472
R1S0.230T3;12;10,2582123
R1S0.230T3;13;10,27972984
R1S0.230T3;14;10,30124734
R1S0.230T3;15;10,32276481
R1S0.230T3;16;10,34428224
R1S0.230T3;17;10,36579962
R1S0.230T3;18;10,38731695
R1S0.230T3;19;10,40883424
R1S0.230T3;20;10,43035147
R1S0.230T3;21;10,45186864
R1S0.230T3;22;10,47338576
R1S0.230T3;23;10,49490282
R1S0.230T3;24;10,51641981
R1S0.230T3;25;10,53793674
R1S0.230T3;26;10,5594536
R1S0.230T3;27;10,58097038
R1S0.230T3;28;10,6024871
R1S0.230T3;29;10,62400373
R1S0.230T3;30;10,64552028
R1S0.230T3;31;10,66703675
R1S0.230T3;32;10,68855314
R1S0.230T3;33;10,71006943
R1S0.230T3;34;10,73158564
R1S0.230T3;35;10,75310175
R1S0.230T3;36;10,77461776
R1S0.230T3;37;10,79613368
R1S0.230T3;38;10,81764949
R1S0.230T3;39;10,8391652
R1S0.230T3;40;10,8606808
R1S0.230T3;41;10,88219628
R1S0.230T3;42;10,90371166
R1S0.230T3;43;10,92522692
R1S0.230T3;44;10,94674206
R1S0.230T3;45;10,96825707
R1S0.230T3;46;10,98977197
R1S0.230T3;47;11,01128673
R1S0.230T3;48;11,03280137
R1S0.230T3;49;11,05431587
R1S0.230T3;50;11,07583024
R1S0.230T3;51;11,09734447
R1S0.230T3;52;11,11885856
R1S0.230T3;53;11,1403725
R1S0.230T3;54;11,1618863
R1S0.230T3;55;11,18339995
R1S0.230T3;56;11,20491344
R1S0.230T3;57;11,22642678
R1S0.230T3;58;11,24793996
R1S0.230T3;59;11,26945299
R1S0.230T3;60;11,29096585
R1S0.230T3;61;11,31247854
R1S0.230T3;62;11,33399106
R1S0.230T3;63;11,35550342
R1S0.230T3;64;11,37701559
R1S0.230T3;65;11,3985276
R1S0.230T3;66;11,42003942
R1S0.230T3;67;11,44155106
R1S0.230T3;68;11,46306251
R1S0.230T3;69;11,48457377
R1S0.230T3;70;11,50608485
R1S0.230T3;71;11,52759573
R1S0.230T3;72;11,54910641
R1S0.230T3;73;11,5706169
R1S0.230T3;74;11,59212718
R1S0.230T3;75;11,61363726
R1S0.230T3;76;11,63514713
R1S0.230T3;77;11,65665679
R1S0.230T3;78;11,67816624
R1S0.230T3;79;11,69967547
R1S0.230T3;80;11,72118448
R1S0.230T3;81;11,74269327
