ID;Time [h];Load [MW]
30003;1;149,9999968
30003;2;149,9999871
30003;3;149,9999711
30003;4;149,9999486
30003;5;149,9999196
30003;6;149,9998842
30003;7;149,9998424
30003;8;149,9997942
30003;9;149,9997396
30003;10;149,9996785
30003;11;149,9996109
30003;12;149,999537
30003;13;149,9994566
30003;14;149,9993698
30003;15;149,9992765
30003;16;149,9991769
30003;17;149,9990708
30003;18;149,9989582
30003;19;149,9988393
30003;20;149,9987139
30003;21;149,998582
30003;22;149,9984438
30003;23;149,9982991
30003;24;149,998148
30003;25;149,9979904
30003;26;149,9978264
30003;27;149,997656
30003;28;149,9974792
30003;29;149,9972959
30003;30;149,9971062
30003;31;149,9969101
30003;32;149,9967075
30003;33;149,9964985
30003;34;149,9962831
30003;35;149,9960612
30003;36;149,9958329
30003;37;149,9955982
30003;38;149,9953571
30003;39;149,9951095
30003;40;149,9948555
30003;41;149,9945951
30003;42;149,9943282
30003;43;149,9940549
30003;44;149,9937752
30003;45;149,993489
30003;46;149,9931964
30003;47;149,9928974
30003;48;149,992592
30003;49;149,9922801
30003;50;149,9919618
30003;51;149,991637
30003;52;149,9913059
30003;53;149,9909683
30003;54;149,9906243
30003;55;149,9902738
30003;56;149,9899169
30003;57;149,9895536
30003;58;149,9891839
30003;59;149,9888077
30003;60;149,9884251
30003;61;149,9880361
30003;62;149,9876406
30003;63;149,9872387
30003;64;149,9868304
30003;65;149,9864157
30003;66;149,9859945
30003;67;149,9855669
30003;68;149,9851328
30003;69;149,9846924
30003;70;149,9842455
30003;71;149,9837922
30003;72;149,9833324
30003;73;149,9828662
30003;74;149,9823936
30003;75;149,9819146
30003;76;149,9814291
30003;77;149,9809373
30003;78;149,9804389
30003;79;149,9799342
30003;80;149,979423
30003;81;149,9789054
30003;82;149,9783814
30003;83;149,9778509
30003;84;149,977314
30003;85;149,9767707
30003;86;149,976221
30003;87;149,9756648
30003;88;149,9751022
30003;89;149,9745332
30003;90;149,9739577
30003;91;149,9733758
30003;92;149,9727875
30003;93;149,9721928
30003;94;149,9715916
30003;95;149,9709841
30003;96;149,97037
30003;97;149,9697496
30003;98;149,9691227
30003;99;149,9684894
30003;100;149,9678497
30003;101;149,9672036
30003;102;149,966551
30003;103;149,965892
30003;104;149,9652265
30003;105;149,9645547
30003;106;149,9638764
30003;107;149,9631917
30003;108;149,9625006
30003;109;149,961803
30003;110;149,961099
30003;111;149,9603886
30003;112;149,9596718
30003;113;149,9589485
30003;114;149,9582188
30003;115;149,9574827
30003;116;149,9567402
30003;117;149,9559912
30003;118;149,9552358
30003;119;149,954474
30003;120;149,9537058
30003;121;149,9529311
30003;122;149,95215
30003;123;149,9513625
30003;124;149,9505686
30003;125;149,9497682
30003;126;149,9489614
30003;127;149,9481482
30003;128;149,9473286
30003;129;149,9465025
30003;130;149,94567
30003;131;149,9448311
30003;132;149,9439858
30003;133;149,943134
30003;134;149,9422758
30003;135;149,9414112
30003;136;149,9405402
30003;137;149,9396628
30003;138;149,9387789
30003;139;149,9378886
30003;140;149,9369919
30003;141;149,9360888
30003;142;149,9351792
30003;143;149,9342632
30003;144;149,9333408
30003;145;149,932412
30003;146;149,9314767
30003;147;149,9305351
30003;148;149,929587
30003;149;149,9286325
30003;150;149,9276715
30003;151;149,9267042
30003;152;149,9257304
30003;153;149,9247502
30003;154;149,9237636
30003;155;149,9227705
30003;156;149,9217711
30003;157;149,9207652
30003;158;149,9197529
30003;159;149,9187341
30003;160;149,917709
30003;161;149,9166774
30003;162;149,9156394
30003;163;149,914595
30003;164;149,9135442
30003;165;149,912487
30003;166;149,9114233
30003;167;149,9103532
30003;168;149,9092767
30003;169;149,9081938
30003;170;149,9071045
30003;171;149,9060087
30003;172;149,9049065
30003;173;149,9037979
30003;174;149,9026829
30003;175;149,9015615
30003;176;149,9004336
30003;177;149,8992994
30003;178;149,8981587
30003;179;149,8970116
30003;180;149,895858
30003;181;149,8946981
30003;182;149,8935317
30003;183;149,892359
30003;184;149,8911798
30003;185;149,8899942
30003;186;149,8888022
30003;187;149,8876037
30003;188;149,8863989
30003;189;149,8851876
30003;190;149,8839699
30003;191;149,8827458
30003;192;149,8815153
30003;193;149,8802783
30003;194;149,879035
30003;195;149,8777852
30003;196;149,876529
30003;197;149,8752664
30003;198;149,8739974
30003;199;149,872722
30003;200;149,8714402
30003;201;149,8701519
30003;202;149,8688572
30003;203;149,8675562
30003;204;149,8662487
30003;205;149,8649347
30003;206;149,8636144
30003;207;149,8622877
30003;208;149,8609545
30003;209;149,859615
30003;210;149,858269
30003;211;149,8569166
30003;212;149,8555578
30003;213;149,8541926
30003;214;149,852821
30003;215;149,8514429
30003;216;149,8500585
30003;217;149,8486676
30003;218;149,8472704
30003;219;149,8458667
30003;220;149,8444566
30003;221;149,8430401
30003;222;149,8416172
30003;223;149,8401879
30003;224;149,8387521
30003;225;149,83731
30003;226;149,8358614
30003;227;149,8344065
30003;228;149,8329451
30003;229;149,8314773
30003;230;149,8300031
30003;231;149,8285225
30003;232;149,8270355
30003;233;149,8255421
30003;234;149,8240423
30003;235;149,822536
30003;236;149,8210234
30003;237;149,8195043
30003;238;149,8179789
30003;239;149,816447
30003;240;149,8149087
30003;241;149,8133641
30003;242;149,811813
30003;243;149,8102555
30003;244;149,8086916
30003;245;149,8071213
30003;246;149,8055446
30003;247;149,8039615
30003;248;149,8023719
30003;249;149,800776
30003;250;149,7991737
30003;251;149,7975649
30003;252;149,7959498
30003;253;149,7943283
30003;254;149,7927003
30003;255;149,791066
30003;256;149,7894252
30003;257;149,787778
30003;258;149,7861245
30003;259;149,7844645
30003;260;149,7827981
30003;261;149,7811254
30003;262;149,7794462
30003;263;149,7777606
30003;264;149,7760686
30003;265;149,7743702
30003;266;149,7726655
30003;267;149,7709543
30003;268;149,7692367
30003;269;149,7675127
30003;270;149,7657823
30003;271;149,7640455
30003;272;149,7623023
30003;273;149,7605527
30003;274;149,7587967
30003;275;149,7570343
30003;276;149,7552656
30003;277;149,7534904
30003;278;149,7517088
30003;279;149,7499208
30003;280;149,7481264
30003;281;149,7463256
30003;282;149,7445184
30003;283;149,7427049
30003;284;149,7408849
30003;285;149,7390585
30003;286;149,7372257
30003;287;149,7353866
30003;288;149,733541
30003;289;149,731689
30003;290;149,7298307
30003;291;149,7279659
30003;292;149,7260948
30003;293;149,7242172
30003;294;149,7223333
30003;295;149,7204429
30003;296;149,7185462
30003;297;149,7166431
30003;298;149,7147336
30003;299;149,7128177
30003;300;149,7108953
30003;301;149,7089666
30003;302;149,7070315
30003;303;149,7050901
30003;304;149,7031422
30003;305;149,7011879
30003;306;149,6992272
30003;307;149,6972602
30003;308;149,6952867
30003;309;149,6933069
30003;310;149,6913207
30003;311;149,689328
30003;312;149,687329
30003;313;149,6853236
30003;314;149,6833118
30003;315;149,6812936
30003;316;149,6792691
30003;317;149,6772381
30003;318;149,6752007
30003;319;149,673157
30003;320;149,6711069
30003;321;149,6690504
30003;322;149,6669874
30003;323;149,6649181
30003;324;149,6628425
30003;325;149,6607604
30003;326;149,6586719
30003;327;149,6565771
30003;328;149,6544759
30003;329;149,6523682
30003;330;149,6502542
30003;331;149,6481338
30003;332;149,6460071
30003;333;149,6438739
30003;334;149,6417344
30003;335;149,6395884
30003;336;149,6374361
30003;337;149,6352774
30003;338;149,6331123
30003;339;149,6309409
30003;340;149,628763
30003;341;149,6265788
30003;342;149,6243882
30003;343;149,6221912
30003;344;149,6199878
30003;345;149,617778
30003;346;149,6155619
30003;347;149,6133394
30003;348;149,6111105
30003;349;149,6088752
30003;350;149,6066335
30003;351;149,6043855
30003;352;149,602131
30003;353;149,5998702
30003;354;149,5976031
30003;355;149,5953295
30003;356;149,5930495
30003;357;149,5907632
30003;358;149,5884705
30003;359;149,5861714
30003;360;149,583866
30003;361;149,5815542
30003;362;149,579236
30003;363;149,5769114
30003;364;149,5745804
30003;365;149,5722431
30003;366;149,5698994
30003;367;149,5675493
30003;368;149,5651928
30003;369;149,56283
30003;370;149,5604607
30003;371;149,5580852
30003;372;149,5557032
30003;373;149,5533149
30003;374;149,5509202
30003;375;149,5485191
30003;376;149,5461116
30003;377;149,5436978
30003;378;149,5412776
30003;379;149,538851
30003;380;149,5364181
30003;381;149,5339788
