ID;Time [h];Load [MW]
30001;1;10,02151776
30001;2;10,04303551
30001;3;10,06455326
30001;4;10,086071
30001;5;10,10758873
30001;6;10,12910645
30001;7;10,15062415
30001;8;10,17214183
30001;9;10,19365948
30001;10;10,21517712
30001;11;10,23669472
30001;12;10,2582123
30001;13;10,27972984
30001;14;10,30124734
30001;15;10,32276481
30001;16;10,34428224
30001;17;10,36579962
30001;18;10,38731695
30001;19;10,40883424
30001;20;10,43035147
30001;21;10,45186864
30001;22;10,47338576
30001;23;10,49490282
30001;24;10,51641981
30001;25;10,53793674
30001;26;10,5594536
30001;27;10,58097038
30001;28;10,6024871
30001;29;10,62400373
30001;30;10,64552028
30001;31;10,66703675
30001;32;10,68855314
30001;33;10,71006943
30001;34;10,73158564
30001;35;10,75310175
30001;36;10,77461776
30001;37;10,79613368
30001;38;10,81764949
30001;39;10,8391652
30001;40;10,8606808
30001;41;10,88219628
30001;42;10,90371166
30001;43;10,92522692
30001;44;10,94674206
30001;45;10,96825707
30001;46;10,98977197
30001;47;11,01128673
30001;48;11,03280137
30001;49;11,05431587
30001;50;11,07583024
30001;51;11,09734447
30001;52;11,11885856
30001;53;11,1403725
30001;54;11,1618863
30001;55;11,18339995
30001;56;11,20491344
30001;57;11,22642678
30001;58;11,24793996
30001;59;11,26945299
30001;60;11,29096585
30001;61;11,31247854
30001;62;11,33399106
30001;63;11,35550342
30001;64;11,37701559
30001;65;11,3985276
30001;66;11,42003942
30001;67;11,44155106
30001;68;11,46306251
30001;69;11,48457377
30001;70;11,50608485
30001;71;11,52759573
30001;72;11,54910641
30001;73;11,5706169
30001;74;11,59212718
30001;75;11,61363726
30001;76;11,63514713
30001;77;11,65665679
30001;78;11,67816624
30001;79;11,69967547
30001;80;11,72118448
30001;81;11,74269327
30001;82;11,76420184
30001;83;11,78571018
30001;84;11,80721829
30001;85;11,82872617
30001;86;11,85023381
30001;87;11,87174122
30001;88;11,89324838
30001;89;11,9147553
30001;90;11,93626198
30001;91;11,9577684
30001;92;11,97927458
30001;93;12,0007805
30001;94;12,02228616
30001;95;12,04379156
30001;96;12,0652967
30001;97;12,08680157
30001;98;12,10830618
30001;99;12,12981051
30001;100;12,15131457
30001;101;12,17281835
30001;102;12,19432186
30001;103;12,21582508
30001;104;12,23732801
30001;105;12,25883066
30001;106;12,28033302
30001;107;12,30183508
30001;108;12,32333685
30001;109;12,34483832
